game_rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade
8077,Dying Light,PC,2015,Action,Warner Bros. Interactive Entertainment,0.11,0.06,0.0,0.02,0.18,2010
8078,Vampire Savior: The Lord of Vampire,SAT,1998,Fighting,Capcom,0.0,0.0,0.18,0.0,0.18,1990
8079,Pokémon I Choose You / Squirtle Squad Game Boy Advance Video,GBA,2004,Misc,Nintendo,0.13,0.05,0.0,0.0,0.18,2000
8080,Super Robot Taisen UX,Nintendo 3DS,2013,Role-Playing,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18,2010
8081,Six Flags Fun Park,Nintendo DS,2008,Misc,Brash Entertainment,0.17,0.0,0.0,0.01,0.18,2000
8082,Test Drive Off-Road Wide Open,Xbox,2001,Racing,Infogrames,0.15,0.03,0.0,0.01,0.18,2000
8083,Guilty Gear Xrd: Sign,PlayStation 3,2014,Fighting,Arc System Works,0.09,0.0,0.07,0.02,0.18,2010
8084,Pro Yaky? Spirits 2011,PlayStation 3,2011,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18,2010
8085,Ben 10 Ultimate Alien: Cosmic Destruction,Xbox 360,2010,Platform,D3Publisher,0.1,0.06,0.0,0.02,0.18,2010
8086,Dengeki Bunko Fighting Climax,PlayStation Vita,2014,Fighting,Sega,0.08,0.0,0.07,0.03,0.18,2010
8087,Battle Commander: Hachibushu Shura no Heihou,SNES,1991,Strategy,Banpresto,0.0,0.0,0.18,0.0,0.18,1990
8088,Backbreaker,Xbox 360,2007,Sports,Unknown,0.17,0.0,0.0,0.01,0.18,2000
8089,Odin Sphere: Leifthrasir,PlayStation 4,2016,Role-Playing,Nippon Ichi Software,0.06,0.03,0.07,0.02,0.18,2010
8090,Bad Boys: Miami Takedown,Xbox,2004,Shooter,Empire Interactive,0.14,0.04,0.0,0.01,0.18,2000
8091,Jampack Vol. 1,PlayStation,1996,Misc,Sony Computer Entertainment,0.1,0.07,0.0,0.01,0.18,1990
8092,Spider-Man: Friend or Foe,PSP,2007,Action,Activision,0.16,0.0,0.0,0.01,0.18,2000
8093,Mega Man X: Command Mission,PlayStation 2,2004,Role-Playing,Capcom,0.09,0.07,0.0,0.02,0.18,2000
8094,Tokyo Xtreme Racer DRIFT,PlayStation 2,2003,Racing,Genki,0.09,0.07,0.0,0.02,0.18,2000
8095,Moon,PlayStation,1997,Adventure,ASCII Entertainment,0.0,0.0,0.17,0.01,0.18,1990
8096,FIFA Soccer 11,PC,2010,Sports,Electronic Arts,0.0,0.14,0.0,0.04,0.18,2010
8097,LEGO Marvel Super Heroes,PC,2013,Action,Warner Bros. Interactive Entertainment,0.04,0.12,0.0,0.02,0.18,2010
8098,Cabela's Big Game Hunter 2005 Adventures,Xbox,2004,Sports,Activision,0.13,0.04,0.0,0.01,0.18,2000
8099,Disney Friends,Nintendo DS,2007,Simulation,Disney Interactive Studios,0.13,0.04,0.0,0.01,0.18,2000
8100,Sesame Street: Elmo's Letter Adventure,N64,1999,Misc,NewKidCo,0.14,0.04,0.0,0.0,0.18,1990
8101,Re-Volt,N64,1999,Racing,Acclaim Entertainment,0.14,0.04,0.0,0.0,0.18,1990
8102,Gokujou Parodius,SNES,1994,Shooter,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18,1990
8103,Hyperdimension Neptunia,PlayStation Vita,2013,Role-Playing,Compile Heart,0.09,0.0,0.07,0.02,0.18,2010
8104,Gauntlet: Dark Legacy,GameCube,2002,Action,Midway Games,0.14,0.04,0.0,0.0,0.18,2000
8105,A.C.E.: Another Century's Episode 2,PlayStation 2,2006,Simulation,Banpresto,0.0,0.0,0.18,0.0,0.18,2000
8106,Guitar Hero Live,WiiU,2015,Misc,Activision,0.12,0.04,0.0,0.02,0.18,2010
8107,Shadow The Hedgehog,Xbox,2005,Platform,Sega,0.13,0.04,0.0,0.01,0.18,2000
8108,Ridge Racer Unbounded,PlayStation 3,2012,Racing,Namco Bandai Games,0.05,0.1,0.0,0.03,0.18,2010
8109,Burnout Legends,Nintendo DS,2005,Racing,Electronic Arts,0.15,0.02,0.0,0.01,0.18,2000
8110,Horrid Henry: Missions of Mischief,Nintendo DS,2010,Adventure,SouthPeak Games,0.01,0.15,0.0,0.02,0.18,2010
8111,Batman: Vengeance,GBA,2001,Adventure,Ubisoft,0.13,0.05,0.0,0.0,0.18,2000
8112,Full Auto 2: Battlelines,PlayStation 3,2006,Racing,Sega,0.14,0.02,0.0,0.02,0.18,2000
8113,Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,DC,2000,Sports,Sega,0.0,0.0,0.18,0.0,0.18,2000
8114,The Adventures of Cookie & Cream,PlayStation 2,2000,Puzzle,Empire Interactive,0.09,0.07,0.0,0.02,0.18,2000
8115,Van Helsing,Xbox,2007,Action,Activision,0.13,0.04,0.0,0.01,0.18,2000
8116,Aliens: Colonial Marines,PC,2013,Shooter,Sega,0.1,0.06,0.0,0.02,0.18,2010
8117,Splatterhouse,Xbox 360,2010,Action,Namco Bandai Games,0.14,0.03,0.0,0.01,0.18,2010
8118,MindJack,PlayStation 3,2011,Shooter,Square Enix,0.07,0.08,0.0,0.03,0.18,2010
8119,Dark Souls II,PC,2014,Role-Playing,Namco Bandai Games,0.08,0.08,0.0,0.02,0.18,2010
8120,Daigasso! Band Brothers P,Nintendo 3DS,2013,Misc,Nintendo,0.0,0.0,0.18,0.0,0.18,2010
8121,Gun,GameCube,2005,Shooter,Activision,0.14,0.04,0.0,0.0,0.18,2000
8122,World of Outlaws: Sprint Cars,Xbox 360,2010,Racing,THQ,0.17,0.0,0.0,0.01,0.18,2010
8123,Marvel Super Hero Squad: Comic Combat,Xbox 360,2011,Action,THQ,0.13,0.04,0.0,0.01,0.18,2010
8124,SingStar Motown,PlayStation 3,2009,Misc,Sony Computer Entertainment,0.0,0.16,0.0,0.02,0.18,2000
8125,Cabela's Legendary Adventures,Wii U,2008,Sports,Activision,0.17,0.0,0.0,0.01,0.18,2000
8126,F1 Challenge,SAT,1994,Racing,Sega,0.0,0.0,0.18,0.0,0.18,1990
8127,Transformers: Dark of the Moon,Wii U,2011,Action,Activision,0.1,0.07,0.0,0.02,0.18,2010
8128,Shadow Madness,PlayStation,1999,Action,Crave Entertainment,0.1,0.07,0.0,0.01,0.18,1990
8129,Tom Clancy's Ghost Recon: Future Soldier,PC,2012,Shooter,Ubisoft,0.05,0.1,0.0,0.03,0.18,2010
8130,Tiger Woods PGA Tour 2004,GBA,2003,Sports,Electronic Arts,0.13,0.05,0.0,0.0,0.18,2000
8131,Aliens: Infestation,Nintendo DS,2011,Action,Sega,0.1,0.06,0.0,0.02,0.18,2010
8132,Brink,PC,2011,Shooter,Bethesda Softworks,0.06,0.09,0.0,0.03,0.18,2010
8133,The Game of Life / Yahtzee / Payday,GBA,2005,Misc,Zoo Digital Publishing,0.13,0.05,0.0,0.0,0.18,2000
8134,American Chopper 2: Full Throttle,PlayStation 2,2005,Racing,Zoo Digital Publishing,0.09,0.07,0.0,0.02,0.18,2000
8135,Dynasty Warriors: Gundam 3,Xbox 360,2010,Action,Tecmo Koei,0.11,0.04,0.02,0.01,0.18,2010
8136,FIFA 16,PC,2015,Sports,Electronic Arts,0.04,0.13,0.0,0.01,0.18,2010
8137,Silent Hill 4: The Room,Xbox,2004,Action,Konami Digital Entertainment,0.14,0.04,0.0,0.01,0.18,2000
8138,Heavy Fire: Afghanistan,PlayStation 3,2011,Shooter,Unknown,0.17,0.0,0.0,0.01,0.18,2010
8139,Commandos 2: Men of Courage,PlayStation 2,2002,Strategy,Eidos Interactive,0.09,0.07,0.0,0.02,0.18,2000
8140,Doom (2016),PC,2016,Shooter,Bethesda Softworks,0.06,0.1,0.0,0.01,0.18,2010
8141,Chuck E. Cheese's Party Games,Nintendo DS,2010,Misc,UFO Interactive,0.17,0.0,0.0,0.01,0.18,2010
8142,Pro Evolution Soccer 2013,Nintendo 3DS,2012,Sports,Konami Digital Entertainment,0.05,0.02,0.1,0.01,0.18,2010
8143,Pirates: Hunt For Blackbeard's Booty,Wii U,2008,Adventure,Activision,0.08,0.08,0.0,0.02,0.18,2000
8144,FIFA Soccer 2002,GameCube,2001,Sports,Electronic Arts,0.14,0.04,0.0,0.0,0.18,2000
8145,Godzilla (2015),PlayStation 4,2014,Action,Namco Bandai Games,0.1,0.03,0.02,0.03,0.18,2010
8146,Race Pro,Xbox 360,2009,Racing,Atari,0.06,0.09,0.0,0.02,0.18,2000
8147,Atari Anniversary Edition Redux,PlayStation,2000,Misc,Infogrames,0.1,0.07,0.0,0.01,0.18,2000
8148,Toukiden: The Age of Demons,PSP,2013,Action,Tecmo Koei,0.0,0.0,0.18,0.0,0.18,2010
8149,Fireblade,PlayStation 2,2002,Action,Midway Games,0.09,0.07,0.0,0.02,0.18,2000
8150,Mercury Meltdown Revolution,Wii U,2007,Action,Ignition Entertainment,0.16,0.0,0.0,0.01,0.18,2000
8151,Disney's Tarzan Untamed,GameCube,2001,Platform,Ubisoft,0.14,0.04,0.0,0.0,0.18,2000
8152,WordJong Party,Wii U,2008,Puzzle,Destineer,0.17,0.0,0.0,0.01,0.18,2000
8153,Brunswick Circuit Pro Bowling,PlayStation,1998,Sports,THQ,0.1,0.07,0.0,0.01,0.18,1990
8154,Cabela's Dangerous Hunts 2009,PlayStation 2,2008,Sports,Activision Value,0.09,0.07,0.0,0.02,0.18,2000
8155,Velvet Assassin,Xbox 360,2009,Shooter,DTP Entertainment,0.14,0.02,0.01,0.01,0.18,2000
8156,Ball Breakers,PlayStation,2000,Action,Take-Two Interactive,0.1,0.07,0.0,0.01,0.18,2000
8157,Mobile Suit Gundam Seed Destiny: Generation of C.E.,PlayStation 2,2005,Action,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18,2000
8158,EyeToy: Groove,PlayStation 2,2003,Misc,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.18,2000
8159,Twisted Metal: Small Brawl,PlayStation,2007,Action,Unknown,0.1,0.07,0.0,0.01,0.18,2000
8160,Disgaea 4: A Promise Unforgotten,PlayStation Vita,2014,Role-Playing,Nippon Ichi Software,0.04,0.04,0.08,0.02,0.18,2010
8161,Charlie and the Chocolate Factory,GameCube,2005,Adventure,Global Star,0.14,0.04,0.0,0.0,0.18,2000
8162,Armored Core: Last Raven,PlayStation 2,2005,Simulation,505 Games,0.05,0.04,0.08,0.01,0.18,2000
8163,Tomb Raider: Underworld,PlayStation 2,2009,Action,Eidos Interactive,0.09,0.04,0.0,0.05,0.18,2000
8164,All Grown Up! Express Yourself,GBA,2004,Misc,THQ,0.13,0.05,0.0,0.0,0.18,2000
8165,College Hoops 2K7,PlayStation 3,2007,Sports,Take-Two Interactive,0.16,0.0,0.0,0.01,0.18,2000
8166,K-1 World Grand Prix,PlayStation 2,2002,Sports,Konami Digital Entertainment,0.04,0.03,0.1,0.01,0.18,2000
8167,Skate it,Nintendo DS,2008,Sports,Electronic Arts,0.14,0.02,0.0,0.01,0.18,2000
8168,Kidou Senshi Gundam: Senjou no Kizuna Portable,PSP,2009,Strategy,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18,2000
8169,Otomedius Excellent,Xbox 360,2007,Shooter,Unknown,0.13,0.0,0.04,0.01,0.18,2000
8170,Super Robot Taisen A Portable,PSP,2008,Strategy,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18,2000
8171,Juiced,Xbox,2005,Racing,THQ,0.13,0.04,0.0,0.01,0.18,2000
8172,Looney Tunes: Back in Action,GBA,2003,Platform,Electronic Arts,0.13,0.05,0.0,0.0,0.18,2000
8173,Virtua Tennis,GBA,2002,Sports,Atari,0.13,0.05,0.0,0.0,0.18,2000
8174,Tales of the Tempest,Nintendo DS,2006,Role-Playing,Namco Bandai Games,0.0,0.0,0.18,0.0,0.18,2000
8175,SimCity Creator (JP sales),Nintendo DS,2008,Simulation,Electronic Arts,0.0,0.0,0.18,0.0,0.18,2000
8176,Biohazard: Revival Selection,PlayStation 3,2011,Action,Capcom,0.0,0.0,0.18,0.0,0.18,2010
8177,Sonic Riders: Zero Gravity,PlayStation 2,2008,Racing,Sega,0.09,0.07,0.0,0.02,0.18,2000
8178,Driver: San Francisco,Wii U,2011,Racing,Ubisoft,0.06,0.09,0.0,0.02,0.18,2010
8179,UFC: Sudden Impact,PlayStation 2,2004,Fighting,Global Star,0.09,0.07,0.0,0.02,0.18,2000
8180,Shawn Johnson Gymnastics,Wii U,2010,Sports,Zoo Games,0.17,0.0,0.0,0.01,0.18,2010
8181,NBA Hoopz,PlayStation 2,2001,Sports,Midway Games,0.09,0.07,0.0,0.02,0.18,2000
8182,Captain America: Super Soldier,Xbox 360,2011,Action,Sega,0.11,0.05,0.0,0.01,0.18,2010
8183,TRON: Evolution,Nintendo DS,2010,Action,Disney Interactive Studios,0.12,0.04,0.0,0.01,0.18,2010
8184,Pac-Man World 3,Nintendo DS,2005,Platform,Namco Bandai Games,0.16,0.0,0.0,0.01,0.18,2000
8185,ESPN X Games Skateboarding,GBA,2001,Sports,Konami Digital Entertainment,0.13,0.05,0.0,0.0,0.18,2000
8186,Nancy Drew: The Hidden Staircase,Nintendo DS,2008,Adventure,THQ,0.16,0.0,0.0,0.01,0.18,2000
8187,Brunswick Cosmic Bowling,Wii U,2010,Sports,GameMill Entertainment,0.17,0.0,0.0,0.01,0.18,2010
8188,Star Wars: Battlefront II,PC,2005,Shooter,LucasArts,0.02,0.13,0.0,0.03,0.18,2000
8189,Speedball 2100,PlayStation,2000,Sports,Empire Interactive,0.1,0.07,0.0,0.01,0.18,2000
8190,LEGO Island 2: The Brickster's Revenge,PlayStation,2001,Adventure,LEGO Media,0.1,0.07,0.0,0.01,0.18,2000
8191,College Hoops 2K8,Xbox 360,2007,Sports,Take-Two Interactive,0.16,0.0,0.0,0.01,0.18,2000
8192,FIFA 17,Xbox 360,2016,Sports,Electronic Arts,0.03,0.13,0.0,0.01,0.18,2010
8193,Fancy Nancy: Tea Party Time!,Nintendo DS,2010,Adventure,THQ,0.17,0.0,0.0,0.01,0.18,2010
8194,Backyard Basketball,GBA,2004,Sports,Atari,0.13,0.05,0.0,0.0,0.18,2000
8195,Madden NFL 09,Xbox,2008,Sports,Electronic Arts,0.13,0.04,0.0,0.01,0.18,2000
8196,Scooby-Doo! Unmasked,GBA,2005,Platform,THQ,0.13,0.05,0.0,0.0,0.18,2000
8197,Summon Night 4,PlayStation 2,2006,Role-Playing,Banpresto,0.0,0.0,0.18,0.0,0.18,2000
8198,Pro Yaky? Spirits 5,PlayStation 2,2008,Sports,Konami Digital Entertainment,0.0,0.0,0.18,0.0,0.18,2000
8199,NHL 2004,Xbox,2003,Sports,Electronic Arts,0.13,0.04,0.0,0.01,0.18,2000
8200,Namco Museum: 50th Anniversary,Xbox,2005,Misc,Namco Bandai Games,0.13,0.04,0.0,0.01,0.18,2000
8201,You Don't Know Jack,PlayStation 3,2011,Misc,THQ,0.16,0.0,0.0,0.01,0.18,2010
8202,Marvel Super Hero Squad: The Infinity Gauntlet,PlayStation 3,2010,Action,THQ,0.12,0.03,0.0,0.02,0.18,2010
8203,NFL 2K2,Xbox,2002,Sports,Sega,0.13,0.04,0.0,0.01,0.18,2000
8204,My French Coach,Nintendo DS,2007,Misc,Ubisoft,0.15,0.02,0.0,0.01,0.18,2000
8205,Camp Rock: The Final Jam,Nintendo DS,2010,Misc,Disney Interactive Studios,0.14,0.02,0.0,0.01,0.18,2010
8206,NBA Starting Five,PlayStation 2,2007,Sports,Unknown,0.09,0.07,0.0,0.02,0.18,2000
8207,Castlevania Judgment,Wii U,2008,Fighting,Konami Digital Entertainment,0.13,0.02,0.01,0.01,0.18,2000
8208,Dead or Alive Paradise,PSP,2010,Misc,Ubisoft Annecy,0.07,0.02,0.07,0.02,0.17,2010
8209,The Suffering: Ties That Bind,PlayStation 2,2005,Action,Midway Games,0.09,0.07,0.0,0.02,0.17,2000
8210,Disney Sing It: Family Hits,PlayStation 3,2010,Misc,Disney Interactive Studios,0.11,0.04,0.0,0.02,0.17,2010
8211,Ashes Cricket 2009,PlayStation 3,2009,Sports,Codemasters,0.0,0.16,0.0,0.02,0.17,2000
8212,EyeToy: Kinetic,PlayStation 2,2005,Sports,Sony Computer Entertainment,0.09,0.07,0.0,0.02,0.17,2000
8213,Petz: Horseshoe Ranch,Nintendo DS,2009,Adventure,Ubisoft,0.16,0.0,0.0,0.01,0.17,2000
8214,Army Men: Sarge's Heroes 2,PlayStation 2,2001,Shooter,Midas Interactive Entertainment,0.09,0.07,0.0,0.02,0.17,2000
8215,Stormrise,PlayStation 3,2009,Strategy,Sega,0.13,0.02,0.0,0.02,0.17,2000
8216,Yu-Gi-Oh! Zexal World Duel Carnival,Nintendo 3DS,2013,Misc,Konami Digital Entertainment,0.0,0.08,0.08,0.01,0.17,2010
8217,Winning Eleven: Pro Evolution Soccer 2007,Nintendo DS,2006,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,2000
8218,Green Lantern: Rise of the Manhunters,PlayStation 3,2011,Action,Warner Bros. Interactive Entertainment,0.09,0.05,0.0,0.03,0.17,2010
8219,Monkey Island: Special Edition Collection,PC,2011,Adventure,LucasArts,0.0,0.14,0.0,0.04,0.17,2010
8220,Broken Sword: Shadows of the Templars - The Director's Cut,Nintendo DS,2009,Adventure,Ubisoft,0.07,0.09,0.0,0.02,0.17,2000
8221,The Wild Thornberrys: Animal Adventures,PlayStation,2000,Adventure,Mattel Interactive,0.1,0.07,0.0,0.01,0.17,2000
8222,MotoGP 10/11,PlayStation 3,2011,Racing,Capcom,0.04,0.1,0.0,0.04,0.17,2010
8223,Jikkyou Powerful Pro Baseball 2016,PlayStation Vita,2016,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,2010
8224,SEGA Bass Fishing Duel,PlayStation 2,2002,Sports,Sega,0.09,0.07,0.0,0.02,0.17,2000
8225,Teen Titans,GBA,2007,Action,Unknown,0.13,0.05,0.0,0.0,0.17,2000
8226,Hyperdimension Neptunia U: Action Unleashed,PlayStation Vita,2014,Action,Idea Factory International,0.07,0.02,0.06,0.03,0.17,2010
8227,Sports Illustrated for Kids: Baseball,GBA,2001,Sports,BAM! Entertainment,0.12,0.05,0.0,0.0,0.17,2000
8228,Fairytale Fights,PlayStation 3,2009,Action,Playlogic Game Factory,0.11,0.04,0.0,0.02,0.17,2000
8229,Mark Davis Pro Bass Challenge,PlayStation 2,2002,Sports,Natsume,0.09,0.07,0.0,0.02,0.17,2000
8230,Rugrats: Royal Ransom,GameCube,2002,Platform,THQ,0.13,0.03,0.0,0.0,0.17,2000
8231,Warriors of Might and Magic,PlayStation 2,2001,Adventure,3DO,0.09,0.07,0.0,0.02,0.17,2000
8232,Open Season,GameCube,2006,Platform,Ubisoft,0.13,0.03,0.0,0.0,0.17,2000
8233,The Chronicles of Narnia: Prince Caspian,PlayStation 3,2008,Action,Disney Interactive Studios,0.14,0.02,0.0,0.02,0.17,2000
8234,Back to the Future: The Game,PlayStation 4,2015,Adventure,Telltale Games,0.1,0.04,0.0,0.03,0.17,2010
8235,Project Spark,Xbox One,2014,Misc,Microsoft Game Studios,0.11,0.05,0.0,0.02,0.17,2010
8236,Backyard Sports Football: Rookie Rush,Nintendo DS,2010,Sports,Atari,0.16,0.0,0.0,0.01,0.17,2010
8237,Street Fighter: The Movie,PlayStation,1995,Fighting,Acclaim Entertainment,0.1,0.07,0.0,0.01,0.17,1990
8238,Lost in Blue 3,Nintendo DS,2007,Adventure,Konami Digital Entertainment,0.09,0.02,0.06,0.01,0.17,2000
8239,World Championship Poker,GBA,2004,Misc,Crave Entertainment,0.12,0.05,0.0,0.0,0.17,2000
8240,Global Defence Force,PlayStation 2,2005,Shooter,Essential Games,0.0,0.0,0.17,0.0,0.17,2000
8241,Rapala Fishing Frenzy 2009,PlayStation 3,2008,Sports,Activision,0.16,0.0,0.0,0.01,0.17,2000
8242,Major League Baseball 2K6,GameCube,2006,Sports,Take-Two Interactive,0.13,0.03,0.0,0.0,0.17,2000
8243,Major League Baseball 2K9,PlayStation 3,2009,Sports,Spike,0.16,0.0,0.0,0.01,0.17,2000
8244,SaGa 2: Hihou Densetsu - Goddess of Destiny,Nintendo DS,2009,Role-Playing,Square Enix,0.0,0.0,0.17,0.0,0.17,2000
8245,Smash Court Tennis Pro Tournament,PlayStation 2,2002,Sports,Sony Computer Entertainment,0.08,0.07,0.0,0.02,0.17,2000
8246,The Cursed Crusade,PlayStation 3,2011,Action,DTP Entertainment,0.07,0.07,0.01,0.03,0.17,2010
8247,Super Robot Taisen L,Nintendo DS,2010,Strategy,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,2010
8248,The Grim Adventures of Billy & Mandy,GameCube,2006,Action,Midway Games,0.13,0.03,0.0,0.0,0.17,2000
8249,NBA Inside Drive 2004,Xbox,2003,Sports,Microsoft Game Studios,0.13,0.04,0.0,0.01,0.17,2000
8250,The King of Fighters '97,PlayStation,1998,Fighting,SNK,0.0,0.0,0.16,0.01,0.17,1990
8251,Dungeon Siege III,PC,2011,Role-Playing,Square Enix,0.08,0.08,0.0,0.02,0.17,2010
8252,Cabela's Big Game Hunter: Hunting Party,Xbox 360,2011,Sports,Activision,0.16,0.0,0.0,0.01,0.17,2010
8253,Time Commando,PlayStation,1996,Action,Adeline Software,0.1,0.07,0.0,0.01,0.17,1990
8254,Professional Fisherman's Tour: Northern Hemisphere,Nintendo DS,2007,Sports,505 Games,0.16,0.0,0.0,0.01,0.17,2000
8255,Iron Chef America: Supreme Cuisine,Wii U,2008,Simulation,Destineer,0.16,0.0,0.0,0.01,0.17,2000
8256,Kekkaishi: Karasumori Ayakashi Kidan,Nintendo DS,2007,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,2000
8257,Gretzky NHL 2005,PlayStation 2,2004,Sports,Sony Computer Entertainment,0.08,0.07,0.0,0.02,0.17,2000
8258,FaceBreaker,PlayStation 3,2008,Fighting,Electronic Arts,0.13,0.03,0.0,0.02,0.17,2000
8259,Squeeballs Party,Nintendo DS,2009,Puzzle,Performance Designed Products,0.16,0.0,0.0,0.01,0.17,2000
8260,NCAA Football 09 All-Play,Wii U,2008,Sports,Electronic Arts,0.16,0.0,0.0,0.01,0.17,2000
8261,Yakuza Zero: The Place of Oath,PlayStation 4,2015,Action,Sega,0.0,0.0,0.17,0.0,0.17,2010
8262,The Hobbit,GameCube,2003,Platform,Vivendi Games,0.13,0.03,0.0,0.0,0.17,2000
8263,The Secret World,PC,2012,Role-Playing,Funcom,0.07,0.08,0.0,0.02,0.17,2010
8264,NHL 2K9,Xbox 360,2008,Sports,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17,2000
8265,X-Men: The Official Game,Xbox 360,2006,Action,Activision,0.16,0.01,0.0,0.01,0.17,2000
8266,True Crime: New York City,GameCube,2005,Action,Activision,0.13,0.03,0.0,0.0,0.17,2000
8267,Metal Arms: Glitch in the System,Xbox,2003,Shooter,Vivendi Games,0.13,0.04,0.0,0.01,0.17,2000
8268,PlayStation Move Heroes,PlayStation 3,2011,Platform,Sony Computer Entertainment,0.08,0.06,0.0,0.03,0.17,2010
8269,The Idolm@ster: Shiny Festa - Honey Sound / Funky Note / Groovy Tune,PSP,2012,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,2010
8270,Ice Age: Dawn of the Dinosaurs,PlayStation 2,2009,Action,Activision,0.08,0.07,0.0,0.02,0.17,2000
8271,ESPN Final Round Golf 2002,GBA,2001,Sports,Konami Digital Entertainment,0.12,0.05,0.0,0.0,0.17,2000
8272,MDK2 Armageddon,PlayStation 2,2001,Shooter,Virgin Interactive,0.08,0.07,0.0,0.02,0.17,2000
8273,Exhibition Volume 02,Xbox,2003,Misc,Microsoft Game Studios,0.13,0.04,0.0,0.01,0.17,2000
8274,Watchmen: The End is Nigh - The Complete Experience,PlayStation 3,2009,Action,Warner Bros. Interactive Entertainment,0.08,0.07,0.0,0.02,0.17,2000
8275,Fight Night Round 2,GameCube,2005,Fighting,Electronic Arts,0.13,0.03,0.0,0.0,0.17,2000
8276,Sudoku Gridmaster,Nintendo DS,2006,Puzzle,Nintendo,0.13,0.03,0.0,0.01,0.17,2000
8277,Disney's Atlantis: The Lost Empire,PlayStation,2001,Platform,Sony Computer Entertainment,0.1,0.07,0.0,0.01,0.17,2000
8278,Power Pro Kun Pocket,Game Boy Advance,1999,Sports,Konami Digital Entertainment,0.0,0.0,0.17,0.0,0.17,1990
8279,The King of Fighters '97,SAT,1998,Fighting,SNK,0.0,0.0,0.17,0.0,0.17,1990
8280,Tamagotchi no Narikiri Challenge,Nintendo DS,2010,Action,Namco Bandai Games,0.0,0.0,0.17,0.0,0.17,2010
8281,Goosebumps HorrorLand,Wii U,2008,Adventure,Scholastic Inc.,0.16,0.0,0.0,0.01,0.17,2000
8282,One Piece: Unlimited World Red,PlayStation Vita,2014,Action,Namco Bandai Games,0.06,0.04,0.04,0.03,0.17,2010
8283,Space Battleship Yamato: Harukanaru Hoshi Iscandar,PlayStation,1999,Strategy,Namco Bandai Games,0.0,0.0,0.16,0.01,0.17,1990
8284,Sound Novel Evolution 1: Otogirisou Sosei-Hen,PlayStation,1999,Adventure,ChunSoft,0.0,0.0,0.16,0.01,0.17,1990
8285,Dementium: The Ward,Nintendo DS,2007,Shooter,SouthPeak Games,0.15,0.01,0.0,0.01,0.17,2000
8286,Psi-Ops: The Mindgate Conspiracy,Xbox,2004,Shooter,Midway Games,0.13,0.04,0.0,0.01,0.17,2000
8287,SWAT: Global Strike Team,Xbox,2003,Shooter,Vivendi Games,0.13,0.04,0.0,0.01,0.17,2000
8288,Despicable Me: The Game,PSP,2010,Platform,D3Publisher,0.05,0.08,0.0,0.04,0.17,2010
8289,MX World Tour Featuring Jamie Little,PlayStation 2,2005,Racing,Play It,0.08,0.07,0.0,0.02,0.17,2000
8290,Goblin Commander: Unleash the Horde,PlayStation 2,2003,Strategy,Jaleco,0.08,0.07,0.0,0.02,0.17,2000
8291,Hello Kitty: Happy Party Pals,GBA,2005,Misc,THQ,0.12,0.05,0.0,0.0,0.17,2000
8292,Ringling Bros. and Barnum & Bailey: Circus Friends,Nintendo DS,2009,Action,Take-Two Interactive,0.16,0.0,0.0,0.01,0.17,2000
8293,Backyard NFL Football '09,PlayStation 2,2008,Sports,Atari,0.08,0.07,0.0,0.02,0.17,2000
8294,World Destruction League: Thunder Tanks,PlayStation 2,2000,Action,3DO,0.08,0.07,0.0,0.02,0.17,2000
8295,Shin Megami Tensei IV: Final,Nintendo 3DS,2016,Role-Playing,Deep Silver,0.03,0.0,0.14,0.0,0.17,2010
8296,Age of Empires III: Complete Collection,PC,2009,Strategy,Microsoft Game Studios,0.01,0.12,0.0,0.03,0.17,2000
8297,Finding Nemo: Escape to the Big Blue,Nintendo DS,2006,Action,THQ,0.12,0.04,0.0,0.01,0.17,2000
8298,Backyard Baseball '10,PlayStation 2,2009,Sports,Atari,0.08,0.07,0.0,0.02,0.17,2000
8299,Resident Evil Director's Cut: Dual Shock Edition,PlayStation,1997,Action,Capcom,0.0,0.0,0.16,0.01,0.17,1990
8300,The Lord of the Rings: Aragorn's Quest,PlayStation 3,2010,Action,Warner Bros. Interactive Entertainment,0.1,0.04,0.0,0.02,0.17,2010
8301,Top Spin 2,Xbox 360,2006,Sports,Take-Two Interactive,0.15,0.01,0.0,0.01,0.17,2000
8302,N3 II: Ninety-Nine Nights,Xbox 360,2010,Action,Microsoft Game Studios,0.06,0.07,0.04,0.01,0.17,2010
8303,The King of Fighters '95,PlayStation,1996,Fighting,Sony Computer Entertainment,0.0,0.0,0.16,0.01,0.17,1990
