game_rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Decade
262,Super Mario 3D World,WiiU,2013,Platform,Nintendo,2.11,1.11,0.72,0.3,4.25,2010
263,Batman: Arkham Asylum,PlayStation 3,2009,Action,Eidos Interactive,2.23,1.34,0.07,0.61,4.25,2000
264,Assassin's Creed: Revelations,PlayStation 3,2011,Action,Ubisoft,1.41,2.02,0.1,0.72,4.24,2010
265,Namco Museum,GBA,2001,Misc,Namco Bandai Games,3.0,1.11,0.05,0.07,4.24,2000
266,Metal Gear Solid 3: Snake Eater,PlayStation 2,2004,Action,Konami Digital Entertainment,1.46,0.0,0.83,1.93,4.23,2000
267,Daxter,PSP,2006,Platform,Sony Computer Entertainment,2.45,1.02,0.0,0.75,4.22,2000
268,Warcraft II: Tides of Darkness,PC,1995,Strategy,Activision,1.7,2.27,0.0,0.23,4.21,1990
269,The Legend of Zelda: Ocarina of Time,Nintendo 3DS,2011,Action,Nintendo,2.03,1.27,0.62,0.3,4.21,2010
270,FIFA Soccer 06,PlayStation 2,2005,Sports,Electronic Arts,0.78,2.55,0.04,0.84,4.21,2000
271,EyeToy Play,PlayStation 2,2003,Misc,Sony Computer Entertainment,0.88,2.3,0.2,0.83,4.2,2000
272,Uncharted 4: A Thief's End,PlayStation 4,2016,Shooter,Sony Computer Entertainment,1.3,2.07,0.18,0.65,4.2,2010
273,Gran Turismo 5 Prologue,PlayStation 3,2007,Racing,Sony Computer Entertainment,1.28,1.83,0.57,0.53,4.2,2000
274,Assassin's Creed: Revelations,Xbox 360,2011,Action,Ubisoft,2.25,1.47,0.04,0.43,4.19,2010
275,Street Fighter IV,PlayStation 3,2009,Fighting,Capcom,2.02,1.06,0.58,0.53,4.19,2000
276,FIFA 12,Xbox 360,2011,Sports,Electronic Arts,0.84,2.79,0.02,0.53,4.19,2010
277,Teenage Mutant Ninja Turtles,NES,1989,Action,Palcom,3.38,0.44,0.31,0.04,4.17,1980
278,Excitebike,NES,1984,Racing,Nintendo,2.04,0.48,1.57,0.07,4.16,1980
279,Frogger,PlayStation,1997,Action,Hasbro Interactive,3.79,0.27,0.0,0.11,4.16,1990
280,Madden NFL 2003,PlayStation 2,2002,Sports,Electronic Arts,3.36,0.21,0.01,0.56,4.14,2000
281,Watch Dogs,PlayStation 4,2014,Action,Ubisoft,1.4,1.86,0.11,0.77,4.14,2010
282,Half-Life,PC,1997,Shooter,Vivendi Games,4.03,0.0,0.09,0.0,4.12,1990
283,Super Mario World 2: Yoshi's Island,SNES,1995,Platform,Nintendo,1.65,0.61,1.76,0.09,4.12,1990
284,FIFA Soccer 07,PlayStation 2,2006,Sports,Electronic Arts,0.71,2.48,0.03,0.89,4.11,2000
285,The Legend of Zelda: Skyward Sword,Wii U,2011,Action,Nintendo,2.14,1.2,0.37,0.4,4.1,2010
286,Street Fighter II Turbo,SNES,1992,Fighting,Capcom,1.42,0.51,2.1,0.07,4.1,1990
287,Carnival Games,Wii U,2007,Misc,Take-Two Interactive,2.13,1.5,0.05,0.42,4.1,2000
288,Fallout 4,Xbox One,2015,Role-Playing,Bethesda Softworks,2.45,1.26,0.01,0.37,4.09,2010
289,World of Warcraft: The Burning Crusade,PC,2007,Role-Playing,Activision,2.57,1.52,0.0,0.0,4.09,2000
290,Fallout: New Vegas,Xbox 360,2010,Role-Playing,Bethesda Softworks,2.65,1.06,0.04,0.33,4.08,2010
291,God of War II,PlayStation 2,2007,Action,Sony Computer Entertainment,2.32,0.04,0.04,1.67,4.07,2000
292,Forza Motorsport 2,Xbox 360,2007,Racing,Microsoft Game Studios,2.35,1.28,0.03,0.41,4.06,2000
293,World Soccer Winning Eleven 9,PlayStation 2,2005,Sports,Konami Digital Entertainment,0.12,2.26,0.9,0.77,4.06,2000
294,Namco Museum Vol.3,PlayStation,1996,Misc,Sony Computer Entertainment,2.28,1.55,0.16,0.06,4.05,1990
295,Tekken Tag Tournament,PlayStation 2,2000,Fighting,Namco Bandai Games,1.68,1.51,0.51,0.35,4.05,2000
296,Far Cry 4,PlayStation 4,2014,Shooter,Ubisoft,1.12,2.12,0.1,0.69,4.03,2010
297,Star Fox 64,N64,1997,Shooter,Nintendo,2.78,0.58,0.64,0.04,4.03,1990
298,Minecraft,PlayStation 4,2014,Misc,Sony Computer Entertainment Europe,1.38,1.87,0.12,0.65,4.02,2010
299,Golf,NES,1984,Sports,Nintendo,1.22,0.28,2.46,0.04,4.01,1980
300,Fallout 3,PlayStation 3,2008,Role-Playing,Bethesda Softworks,2.15,1.2,0.07,0.59,4.01,2000
301,Professor Layton and the Diabolical Box,Nintendo DS,2007,Puzzle,Nintendo,0.92,1.78,0.92,0.37,4.0,2000
302,Left 4 Dead 2,Xbox 360,2009,Shooter,Electronic Arts,2.67,0.89,0.05,0.37,3.99,2000
303,Namco Museum: 50th Anniversary,PlayStation 2,2005,Misc,Namco Bandai Games,2.08,1.35,0.0,0.54,3.98,2000
304,EA Sports Active,Wii U,2009,Sports,Electronic Arts,2.1,1.36,0.06,0.4,3.92,2000
305,Assassin's Creed: Unity,PlayStation 4,2014,Action,Ubisoft,1.18,1.96,0.08,0.7,3.92,2010
306,Donkey Kong Land,Game Boy Advance,1994,Platform,Nintendo,1.97,0.76,1.07,0.11,3.91,1990
307,Tony Hawk's Underground,PlayStation 2,2003,Sports,Activision,2.29,1.17,0.01,0.42,3.9,2000
308,Assassin's Creed IV: Black Flag,PlayStation 3,2013,Action,Ubisoft,1.33,1.71,0.13,0.73,3.89,2010
309,Monster Hunter 4 Ultimate,Nintendo 3DS,2014,Role-Playing,Nintendo,0.67,0.49,2.62,0.11,3.89,2010
310,MotorStorm,PlayStation 3,2006,Racing,Sony Computer Entertainment,1.53,1.61,0.06,0.67,3.88,2000
311,The Elder Scrolls V: Skyrim,PC,2011,Role-Playing,Bethesda Softworks,1.15,2.09,0.0,0.64,3.88,2010
312,Tekken 5,PlayStation 2,2005,Fighting,Namco Bandai Games,0.93,1.94,0.31,0.7,3.87,2000
313,Dragon Warrior III,NES,1988,Role-Playing,Enix Corporation,0.1,0.0,3.77,0.0,3.87,1980
314,Sports Champions,PlayStation 3,2010,Sports,Sony Computer Entertainment,2.12,1.14,0.1,0.51,3.87,2010
315,NBA 2K16,PlayStation 4,2015,Sports,Take-Two Interactive,2.48,0.65,0.03,0.69,3.85,2010
316,World Soccer Winning Eleven 8 International,PlayStation 2,2004,Sports,Konami Digital Entertainment,0.16,1.89,1.12,0.68,3.85,2000
317,Flash Focus: Vision Training in Minutes a Day,Nintendo DS,2007,Misc,Nintendo,0.87,1.57,1.05,0.35,3.84,2000
318,Namco Museum Vol.1,PlayStation,1995,Misc,Sony Computer Entertainment,2.12,1.44,0.22,0.06,3.84,1990
319,The Legend of Zelda: Link's Awakening,Game Boy Advance,1992,Action,Nintendo,2.21,0.96,0.54,0.13,3.83,1990
320,Mario & Luigi: Bowser's Inside Story,Nintendo DS,2009,Role-Playing,Nintendo,2.26,0.48,0.81,0.27,3.83,2000
321,Big Brain Academy: Wii Degree,Wii U,2007,Misc,Nintendo,1.06,1.93,0.41,0.43,3.82,2000
322,Nintendogs + cats,Nintendo 3DS,2011,Simulation,Nintendo,1.44,1.37,0.73,0.27,3.81,2010
323,Batman: Arkham Knight,PlayStation 4,2015,Action,Warner Bros. Interactive Entertainment,1.49,1.58,0.1,0.61,3.79,2010
324,Mario & Sonic at the London 2012 Olympic Games,Wii U,2011,Sports,Sega,1.14,1.91,0.27,0.46,3.78,2010
325,LEGO Indiana Jones: The Original Adventures,Xbox 360,2008,Action,Activision,2.4,1.03,0.0,0.36,3.78,2000
326,Resident Evil Director's Cut,PlayStation,1996,Action,Virgin Interactive,1.82,1.24,0.47,0.25,3.77,1990
327,Ratchet & Clank: Size Matters,PSP,2007,Platform,Sony Computer Entertainment,1.4,1.4,0.1,0.87,3.77,2000
328,Just Dance 2014,Wii U,2013,Misc,Ubisoft,1.98,1.47,0.0,0.32,3.76,2010
329,The Sims: Unleashed,PC,2002,Simulation,Electronic Arts,2.03,1.56,0.0,0.17,3.76,2000
330,Super Paper Mario,Wii U,2007,Platform,Nintendo,1.98,0.88,0.59,0.32,3.76,2000
331,Harry Potter and the Sorcerer's Stone,PlayStation,2001,Action,Electronic Arts,1.37,2.0,0.14,0.22,3.73,2000
332,The Witcher 3: Wild Hunt,PlayStation 4,2015,Role-Playing,Namco Bandai Games,0.96,2.0,0.21,0.56,3.73,2010
333,Resident Evil 3: Nemesis,PlayStation,1999,Action,Eidos Interactive,1.3,0.77,1.54,0.11,3.72,1990
334,Spyro: Year of the Dragon,PlayStation,2000,Platform,Sony Computer Entertainment,1.93,1.58,0.0,0.19,3.71,2000
335,FIFA Soccer 2005,PlayStation 2,2004,Sports,Electronic Arts,0.58,2.48,0.04,0.59,3.7,2000
336,Pokémon Trading Card Game,Game Boy Advance,1998,Strategy,Nintendo,1.49,0.73,1.38,0.1,3.7,1990
337,Battlefield 4,PlayStation 3,2013,Shooter,Electronic Arts,1.3,1.51,0.27,0.61,3.69,2010
338,MySims,Nintendo DS,2007,Simulation,Electronic Arts,1.59,1.61,0.08,0.41,3.69,2000
339,Friend Collection,Nintendo DS,2009,Misc,Nintendo,0.0,0.0,3.67,0.0,3.67,2000
340,Tony Hawk's Pro Skater 4,PlayStation 2,2002,Sports,Activision,2.13,1.18,0.01,0.35,3.67,2000
341,Midnight Club 3: DUB Edition,PSP,2005,Racing,Take-Two Interactive,1.65,1.22,0.0,0.79,3.66,2000
342,Banjo-Kazooie,N64,1998,Platform,Nintendo,1.87,1.13,0.55,0.1,3.65,1990
343,SOCOM: U.S. Navy SEALs,PlayStation 2,2002,Shooter,Sony Computer Entertainment,2.53,0.81,0.06,0.24,3.65,2000
344,Guitar Hero: World Tour,Wii U,2008,Misc,Activision,2.33,0.97,0.0,0.35,3.65,2000
345,Gran Turismo 6,PlayStation 3,2013,Racing,Sony Computer Entertainment,0.71,1.8,0.4,0.74,3.64,2010
346,Jak and Daxter: The Precursor Legacy,PlayStation 2,2001,Platform,Sony Computer Entertainment,2.08,1.09,0.15,0.33,3.64,2000
347,Pokemon Snap,N64,1999,Simulation,Nintendo,2.23,0.68,0.66,0.06,3.63,1990
348,FIFA Soccer 10,PlayStation 3,2009,Sports,Electronic Arts,0.6,2.46,0.05,0.52,3.63,2000
349,Pro Evolution Soccer 2008,PlayStation 2,2007,Sports,Konami Digital Entertainment,0.05,0.0,0.64,2.93,3.63,2000
350,Call of Duty: Ghosts,PlayStation 4,2013,Shooter,Activision,1.78,1.42,0.05,0.38,3.63,2010
351,Resident Evil 4,PlayStation 2,2005,Action,Capcom,2.08,0.83,0.46,0.25,3.62,2000
352,Tom Clancy's The Division,PlayStation 4,2016,Shooter,Ubisoft,1.28,1.61,0.15,0.57,3.61,2010
353,Star Wars: Battlefront,PlayStation 2,2004,Shooter,LucasArts,1.93,1.22,0.03,0.44,3.61,2000
354,Doom II: Hell on Earth,PC,1994,Shooter,Virgin Interactive,2.05,1.4,0.0,0.16,3.61,1990
355,The Simpsons: Road Rage,PlayStation 2,2001,Racing,Electronic Arts,2.02,1.17,0.0,0.42,3.61,2000
356,Cooking Mama 2: Dinner With Friends,Nintendo DS,2007,Simulation,505 Games,1.61,1.5,0.1,0.39,3.61,2000
357,Luigi's Mansion,GameCube,2001,Action,Nintendo,2.38,0.67,0.46,0.1,3.6,2000
358,Star Wars: Battlefront II,PlayStation 2,2005,Shooter,LucasArts,2.18,1.02,0.03,0.37,3.59,2000
359,WWF SmackDown!,PlayStation,2000,Fighting,THQ,2.01,1.35,0.06,0.16,3.58,2000
360,Croc: Legend of the Gobbos,PlayStation,1997,Platform,Fox Interactive,1.57,1.79,0.0,0.2,3.56,1990
361,Grand Theft Auto: Liberty City Stories,PlayStation 2,2006,Action,Take-Two Interactive,1.56,1.4,0.07,0.5,3.54,2000
362,The Getaway,PlayStation 2,2002,Action,Sony Computer Entertainment,1.23,1.77,0.05,0.49,3.54,2000
363,Tomb Raider III: Adventures of Lara Croft,PlayStation,1997,Action,Eidos Interactive,1.66,1.58,0.12,0.18,3.54,1990
364,James Bond 007: Agent Under Fire,PlayStation 2,2001,Shooter,Electronic Arts,1.9,1.13,0.1,0.41,3.53,2000
365,LEGO Star Wars: The Video Game,PlayStation 2,2005,Action,Eidos Interactive,1.98,1.14,0.01,0.41,3.53,2000
366,Battlefield 4,Xbox 360,2013,Shooter,Electronic Arts,2.14,1.08,0.02,0.29,3.53,2010
367,FIFA Soccer 11,Xbox 360,2010,Sports,Electronic Arts,0.71,2.4,0.02,0.4,3.53,2010
368,Rugrats in Paris: The Movie,PlayStation,2000,Action,THQ,1.96,1.33,0.0,0.23,3.52,2000
369,Spyro 2: Ripto's Rage!,PlayStation,1999,Platform,Sony Computer Entertainment,2.14,1.21,0.01,0.17,3.52,1990
370,Left 4 Dead,Xbox 360,2008,Shooter,Electronic Arts,2.66,0.5,0.05,0.3,3.52,2000
371,Mario & Sonic at the Olympic Winter Games,Nintendo DS,2009,Sports,Sega,1.22,1.66,0.27,0.38,3.52,2000
372,Resident Evil 5,Xbox 360,2009,Action,Capcom,2.11,0.94,0.12,0.34,3.51,2000
373,Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996,Platform,Nintendo,1.17,0.5,1.75,0.08,3.51,1990
374,Assassin's Creed: Brotherhood,Xbox 360,2010,Action,Ubisoft,2.84,0.39,0.03,0.24,3.5,2010
375,Kung Fu,NES,1985,Action,Nintendo,1.64,0.38,1.42,0.06,3.5,1980
376,Batman: Arkham Asylum,Xbox 360,2009,Action,Eidos Interactive,2.2,0.97,0.02,0.31,3.5,2000
377,Clubhouse Games,Nintendo DS,2006,Misc,Nintendo,0.59,1.83,0.73,0.35,3.5,2000
378,FIFA Soccer 2004,PlayStation 2,2007,Sports,Electronic Arts,0.59,2.36,0.04,0.51,3.49,2000
379,Star Wars Battlefront (2015),Xbox One,2015,Shooter,Electronic Arts,1.94,1.22,0.02,0.31,3.49,2010
380,Battlefield: Bad Company 2,Xbox 360,2010,Shooter,Electronic Arts,2.09,1.02,0.04,0.32,3.48,2010
381,Guitar Hero: On Tour,Nintendo DS,2008,Misc,Activision,2.11,1.01,0.01,0.35,3.48,2000
382,Assassin's Creed: Unity,Xbox One,2014,Action,Ubisoft,2.26,0.89,0.0,0.3,3.46,2010
383,Far Cry 3,PlayStation 3,2012,Shooter,Ubisoft,0.88,1.75,0.1,0.72,3.45,2010
384,Monster Hunter 4,Nintendo 3DS,2013,Role-Playing,Capcom,0.0,0.0,3.44,0.0,3.44,2010
385,Borderlands,Xbox 360,2009,Shooter,Take-Two Interactive,2.39,0.73,0.03,0.29,3.44,2000
386,Tekken 4,PlayStation 2,2002,Fighting,Namco Bandai Games,1.55,1.27,0.33,0.29,3.44,2000
387,Battlefield 4,PlayStation 4,2013,Shooter,Electronic Arts,1.34,1.54,0.17,0.38,3.43,2010
388,LittleBigPlanet 2,PlayStation 3,2011,Platform,Sony Computer Entertainment,1.82,1.07,0.06,0.47,3.42,2010
389,Grand Theft Auto 2,PlayStation,1998,Action,Take-Two Interactive,1.13,2.07,0.0,0.22,3.42,1990
390,Final Fantasy III,SNES,1994,Role-Playing,SquareSoft,0.86,0.0,2.55,0.02,3.42,1990
391,Spider-Man 2,PlayStation 2,2004,Action,Activision,1.75,1.2,0.02,0.43,3.41,2000
392,F-1 Race,Game Boy Advance,1990,Racing,Nintendo,1.73,0.69,0.59,0.4,3.41,1990
393,FIFA Soccer 2003,PlayStation 2,2002,Sports,Electronic Arts,0.46,2.28,0.05,0.61,3.4,2000
394,Crash Bash,PlayStation,2000,Misc,Sony Computer Entertainment,1.56,1.47,0.19,0.17,3.39,2000
395,LEGO Batman: The Videogame,Xbox 360,2008,Action,Warner Bros. Interactive Entertainment,2.03,1.03,0.0,0.32,3.38,2000
396,Metal Gear Solid V: The Phantom Pain,PlayStation 4,2015,Action,Konami Digital Entertainment,1.08,1.35,0.48,0.47,3.38,2010
397,The Legend of Zelda: Spirit Tracks,Nintendo DS,2009,Action,Nintendo,1.43,0.94,0.74,0.27,3.38,2000
398,WWF War Zone,PlayStation,1998,Fighting,Acclaim Entertainment,2.47,0.76,0.0,0.13,3.36,1990
399,The Legend of Zelda: Majora's Mask,N64,2000,Action,Nintendo,1.9,0.67,0.73,0.06,3.36,2000
400,Professor Layton and the Unwound Future,Nintendo DS,2008,Puzzle,Nintendo,0.65,1.61,0.82,0.28,3.36,2000
401,Rugrats: Search For Reptar,PlayStation,1998,Adventure,THQ,1.63,1.53,0.0,0.18,3.34,1990
402,Assassin's Creed IV: Black Flag,Xbox 360,2013,Action,Ubisoft,1.9,1.14,0.01,0.29,3.34,2010
403,English Training: Have Fun Improving Your Skills!,Nintendo DS,2006,Misc,Nintendo,0.0,0.99,2.32,0.02,3.33,2000
404,James Bond 007: Nightfire,PlayStation 2,2002,Shooter,Electronic Arts,1.45,1.29,0.12,0.46,3.33,2000
405,Ratchet & Clank,PlayStation 2,2002,Platform,Sony Computer Entertainment,1.44,1.01,0.57,0.3,3.33,2000
406,Mario Party 9,Wii U,2012,Misc,Nintendo,1.15,1.17,0.76,0.24,3.32,2010
407,Star Wars Episode III: Revenge of the Sith,PlayStation 2,2005,Action,LucasArts,1.47,1.39,0.03,0.43,3.32,2000
408,Max Payne,PlayStation 2,2001,Shooter,Take-Two Interactive,1.99,1.05,0.05,0.22,3.31,2000
409,The Lord of the Rings: The Return of the King,PlayStation 2,2003,Action,Electronic Arts,1.5,1.28,0.05,0.46,3.28,2000
410,Assassin's Creed Syndicate,PlayStation 4,2015,Action,Ubisoft,0.8,1.92,0.06,0.5,3.28,2010
411,Destiny,Xbox One,2014,Shooter,Activision,2.13,0.92,0.0,0.23,3.28,2010
412,True Crime: Streets of LA,PlayStation 2,2003,Action,Activision,1.89,1.05,0.02,0.31,3.27,2000
413,Wii Music,Wii U,2008,Misc,Nintendo,1.36,1.13,0.46,0.32,3.27,2000
414,Gran Turismo (PSP),PSP,2009,Racing,Sony Computer Entertainment,0.5,1.59,0.31,0.87,3.27,2000
415,Monster Hunter X,Nintendo 3DS,2015,Action,Capcom,0.25,0.19,2.78,0.04,3.26,2010
416,Tekken,PlayStation,1995,Fighting,Sony Computer Entertainment,0.95,1.3,0.77,0.22,3.24,1990
417,FIFA 16,Xbox One,2015,Sports,Electronic Arts,0.88,2.11,0.0,0.23,3.23,2010
418,L.A. Noire,PlayStation 3,2011,Adventure,Take-Two Interactive,1.27,1.33,0.12,0.51,3.23,2010
419,Madden NFL 16,PlayStation 4,2015,Sports,Electronic Arts,2.33,0.3,0.0,0.59,3.22,2010
420,Yokai Watch 2 Ganso/Honke,Nintendo 3DS,2014,Role-Playing,Nintendo,0.03,0.0,3.18,0.0,3.22,2010
421,007: Tomorrow Never Dies,PlayStation,1999,Shooter,Electronic Arts,1.72,1.33,0.0,0.16,3.21,1990
422,Baseball,NES,1983,Sports,Nintendo,0.73,0.1,2.35,0.02,3.2,1980
423,Killer Instinct,SNES,1995,Fighting,Nintendo,2.26,0.72,0.12,0.1,3.2,1990
424,WWF SmackDown! 2: Know Your Role,PlayStation,2000,Fighting,THQ,1.76,1.21,0.07,0.16,3.2,2000
425,Crisis Core: Final Fantasy VII,PSP,2007,Role-Playing,Square Enix,1.35,0.6,0.8,0.44,3.19,2000
426,God of War: Chains of Olympus,PSP,2008,Action,Sony Computer Entertainment,1.48,1.01,0.04,0.66,3.19,2000
427,Dragon Quest VI: Maboroshi no Daichi,SNES,1995,Role-Playing,Enix Corporation,0.0,0.0,3.19,0.0,3.19,1990
428,Dance Central,Xbox 360,2010,Misc,MTV Games,2.15,0.77,0.01,0.26,3.19,2010
429,Enter the Matrix,PlayStation 2,2003,Action,Atari,1.78,1.12,0.09,0.19,3.18,2000
430,Super Mario Maker,WiiU,2015,Platform,Nintendo,1.18,0.87,0.93,0.2,3.18,2010
431,Fallout: New Vegas,PlayStation 3,2010,Role-Playing,Bethesda Softworks,1.52,1.08,0.1,0.47,3.17,2010
432,LEGO Batman: The Videogame,Wii U,2007,Action,Warner Bros. Interactive Entertainment,1.86,1.02,0.0,0.29,3.17,2000
433,Rhythm Heaven,Nintendo DS,2008,Misc,Nintendo,0.58,0.51,1.93,0.14,3.17,2000
434,Ace Combat 04: Shattered Skies,PlayStation 2,2001,Simulation,Sony Computer Entertainment Europe,2.06,0.56,0.38,0.17,3.17,2000
435,Club Penguin: Elite Penguin Force,Nintendo DS,2008,Adventure,Disney Interactive Studios,1.88,0.98,0.0,0.3,3.16,2000
436,Animal Crossing,GameCube,2001,Simulation,Nintendo,1.92,0.16,0.99,0.09,3.15,2000
437,LEGO Batman: The Videogame,Nintendo DS,2008,Action,Warner Bros. Interactive Entertainment,1.79,1.06,0.0,0.29,3.15,2000
438,Sonic Rush,Nintendo DS,2005,Platform,Sega,1.22,1.57,0.06,0.29,3.15,2000
439,Resident Evil 6,PlayStation 3,2012,Shooter,Capcom,0.88,0.97,0.88,0.42,3.15,2010
440,Halo: The Master Chief Collection,Xbox One,2014,Shooter,Microsoft Game Studios,1.89,0.99,0.03,0.24,3.15,2010
441,FIFA Soccer 08,PlayStation 2,2007,Sports,Electronic Arts,0.68,0.0,0.0,2.46,3.14,2000
442,Spider-Man,PlayStation,2000,Action,Activision,1.7,1.25,0.02,0.16,3.13,2000
443,Need for Speed III: Hot Pursuit,PlayStation,1998,Racing,Electronic Arts,2.14,0.86,0.0,0.13,3.12,1990
444,Star Wars Episode I Racer,N64,1999,Racing,Nintendo,2.31,0.62,0.14,0.04,3.12,1990
445,Personal Trainer: Cooking,Nintendo DS,2006,Misc,Nintendo,0.91,1.0,1.03,0.17,3.12,2000
446,The Elder Scrolls IV: Oblivion,PlayStation 3,2007,Role-Playing,Ubisoft,1.69,0.87,0.14,0.42,3.12,2000
447,Dragon Warrior IV,NES,1990,Role-Playing,Enix Corporation,0.08,0.0,3.03,0.01,3.12,1990
448,Heavy Rain,PlayStation 3,2010,Adventure,Sony Computer Entertainment,1.29,1.27,0.06,0.5,3.12,2010
449,Mass Effect 2,Xbox 360,2010,Role-Playing,Electronic Arts,1.99,0.82,0.03,0.27,3.11,2010
450,FIFA 15,Xbox 360,2014,Sports,Electronic Arts,0.78,2.02,0.0,0.3,3.11,2010
451,Dragon Ball Z: Budokai,PlayStation 2,2002,Fighting,Atari,2.17,0.28,0.55,0.08,3.09,2000
452,Madden NFL 2002,PlayStation 2,2001,Sports,Electronic Arts,2.5,0.16,0.01,0.42,3.08,2000
453,World Class Track Meet,NES,1986,Sports,Namco Bandai Games,1.92,0.45,0.64,0.07,3.08,1980
454,Borderlands 2,Xbox 360,2012,Shooter,Take-Two Interactive,1.89,0.91,0.04,0.24,3.07,2010
455,The Legend of Zelda: A Link Between Worlds,Nintendo 3DS,2013,Action,Nintendo,1.4,0.99,0.46,0.22,3.07,2010
456,Donkey Kong,Game Boy Advance,1994,Platform,Nintendo,1.57,0.62,0.55,0.34,3.07,1990
457,The Sims: Vacation,PC,2002,Simulation,Electronic Arts,1.72,1.21,0.0,0.14,3.07,2000
458,Mass Effect 3,Xbox 360,2012,Role-Playing,Electronic Arts,1.94,0.86,0.03,0.24,3.07,2010
459,Kung Fu Panda,Xbox 360,2008,Action,Activision,1.91,0.84,0.0,0.29,3.05,2000
460,Far Cry 3,Xbox 360,2012,Shooter,Ubisoft,1.38,1.35,0.02,0.28,3.04,2010
461,Epic Mickey,Wii U,2010,Platform,Disney Interactive Studios,2.06,0.64,0.12,0.22,3.04,2010
462,Saints Row 2,Xbox 360,2008,Action,THQ,1.94,0.8,0.02,0.27,3.03,2000
463,Rayman,PlayStation,1995,Platform,Ubisoft,1.54,1.33,0.0,0.16,3.03,1990
464,Killzone 2,PlayStation 3,2009,Shooter,Sony Computer Entertainment,1.4,1.07,0.08,0.47,3.02,2000
465,Tom Clancy's Splinter Cell,Xbox,2002,Action,Ubisoft,1.85,1.04,0.0,0.13,3.02,2000
466,Mike Tyson's Punch-Out!!,NES,1987,Fighting,Nintendo,2.03,0.47,0.45,0.07,3.02,1980
467,WWE SmackDown! Shut Your Mouth,PlayStation 2,2002,Sports,THQ,1.45,1.13,0.07,0.38,3.02,2000
468,Gears of War: Ultimate Edition,Xbox One,2015,Shooter,Microsoft Game Studios,2.38,0.32,0.0,0.31,3.0,2010
469,NBA 2K13,Xbox 360,2012,Sports,Take-Two Interactive,2.6,0.21,0.01,0.19,3.0,2010
470,Dragon Ball Z: Budokai Tenkaichi 3,PlayStation 2,2007,Fighting,Atari,1.15,0.0,0.76,1.09,3.0,2000
471,wwe Smackdown vs. Raw 2006,PlayStation 2,2007,Fighting,Unknown,1.57,1.02,0.0,0.41,3.0,2000
472,Middle-Earth: Shadow of Mordor,PlayStation 4,2014,Action,Warner Bros. Interactive Entertainment,1.01,1.41,0.05,0.53,2.99,2010
473,Star Fox,SNES,1993,Shooter,Nintendo,1.61,0.51,0.8,0.07,2.99,1990
474,The Sims: Livin Large,PC,2000,Misc,Electronic Arts,1.67,1.18,0.0,0.13,2.99,2000
475,World Soccer Winning Eleven 6 International,PlayStation 2,2002,Sports,Konami Digital Entertainment,0.12,1.26,1.16,0.45,2.99,2000
476,Devil May Cry,PlayStation 2,2001,Action,Capcom,1.36,0.86,0.64,0.13,2.99,2000
477,Animal Crossing: Happy Home Designer,Nintendo 3DS,2015,Simulation,Nintendo,0.47,1.0,1.39,0.12,2.98,2010
478,Battlefield: Bad Company 2,PlayStation 3,2010,Shooter,Electronic Arts,1.33,1.12,0.08,0.45,2.97,2010
479,The Sims 4,PC,2014,Simulation,Electronic Arts,0.96,1.72,0.0,0.29,2.97,2010
480,Star Wars: The Old Republic,PC,2011,Role-Playing,Electronic Arts,1.58,1.01,0.0,0.38,2.97,2010
